# LibreOffice's own rendering of word-odf-export.odt, as the place every mark of it landed.
# Written by `cargo xtask compare`. Not by hand, and not read by anything
# but the comparison. In points, one mark to a line, of two kinds:
#   word  page  x  baseline  text
#   mark  page  x0  y0  x1  y1
# document 094c4cfa  export 725687a2  reading bcd125f9
# Stale? `cargo xtask compare --refresh` renews it, and needs LibreOffice for that
# one document. Everything else goes on working without it.
word	1	72.950	84.750	925
word	1	94.345	84.750	Etconse
word	1	140.171	84.750	Secte
word	1	73.000	98.250	Tur
word	1	93.735	98.250	Ipisc,
word	1	124.920	98.250	IN
word	1	138.956	98.250	14703
word	1	268.950	47.800	DOEIUSMODTE
word	1	254.550	61.300	SMODTEMPORLORE
word	1	417.100	44.100	EMPO
word	1	500.050	44.100	LOREM
word	1	437.950	57.900	1
word	1	447.097	57.900	do
word	1	462.350	57.900	5
word	1	532.550	57.900	E
word	1	213.400	72.600	SECTE
word	1	417.100	72.600	TURA.
word	1	439.976	72.600	IP.
word	1	227.350	91.250	Ingel
word	1	266.950	91.250	ITSED
word	1	306.550	91.250	Doeiusmodte
word	1	385.750	91.250	&
word	1	240.550	104.550	Smodtem
word	1	293.350	104.550	Emporloremips
word	1	469.650	98.950	036E2581
word	1	47.800	152.050	LOR#
word	1	101.500	152.050	IPSU
word	1	170.500	152.050	DO
word	1	311.500	152.050	SITAMETC
word	1	476.800	138.750	ETCO
word	1	486.700	152.050	N
word	1	88.300	170.450	58/47/36
word	1	108.100	183.750	92
word	1	160.600	170.450	Turad
word	1	210.750	170.450	Ipiscin
word	1	263.550	170.450	ing
word	1	289.950	170.450	itsedd
word	1	336.150	170.450	DOEIU5
word	1	219.100	728.350	DOL
word	1	243.100	728.350	SITAMETCO
word	1	303.100	728.350	ETCO
word	1	333.100	728.350	SE
word	1	351.100	728.350	TURADIP
mark	1	73.750	192.750	538.050	657.050
mark	1	73.750	190.950	538.050	655.250
mark	1	33.650	36.000	578.350	37.500
mark	1	410.850	46.100	578.350	46.600
mark	1	207.150	64.500	411.850	66.000
mark	1	411.350	64.500	578.350	65.000
mark	1	411.350	80.600	578.350	81.100
mark	1	33.650	108.700	578.350	110.200
mark	1	33.650	36.000	35.150	110.200
mark	1	207.150	36.000	208.650	110.200
mark	1	410.850	36.000	412.350	66.000
mark	1	411.350	64.500	411.850	110.200
mark	1	494.350	36.000	494.850	65.000
mark	1	576.850	36.000	578.350	110.200
mark	1	40.650	126.300	510.150	127.800
mark	1	40.650	158.000	510.150	159.500
mark	1	40.650	189.700	510.150	190.200
mark	1	40.650	211.500	510.150	212.000
mark	1	40.650	233.300	510.150	233.800
mark	1	40.650	255.100	510.150	255.600
mark	1	40.650	126.300	42.150	255.600
mark	1	80.150	126.300	80.650	255.600
mark	1	148.550	126.300	149.050	255.600
mark	1	205.050	126.300	205.550	255.600
mark	1	470.150	126.300	470.650	255.600
mark	1	508.650	126.300	510.150	255.600
picture	1	73.850	44.700	168.500	73.500
word	2	72.950	84.750	925
word	2	94.345	84.750	Etconse
word	2	140.171	84.750	Secte
word	2	73.000	98.250	Tur
word	2	93.735	98.250	Ipisc,
word	2	124.920	98.250	IN
word	2	138.956	98.250	14703
word	2	268.950	47.800	DOEIUSMODTE
word	2	254.550	61.300	SMODTEMPORLORE
word	2	417.100	44.100	EMPO
word	2	500.050	44.100	LOREM
word	2	437.950	57.900	2
word	2	447.097	57.900	do
word	2	462.350	57.900	5
word	2	532.550	57.900	E
word	2	213.400	72.600	SECTE
word	2	417.100	72.600	TURA.
word	2	439.976	72.600	IP.
word	2	227.350	91.250	Ingel
word	2	266.950	91.250	ITSED
word	2	306.550	91.250	Doeiusmodte
word	2	385.750	91.250	&
word	2	240.550	104.550	Smodtem
word	2	293.350	104.550	Emporloremips
word	2	469.650	98.950	036E2581
word	2	72.100	155.950	SMODT
word	2	72.100	179.400	Emp
word	2	98.500	179.400	loremipsu
word	2	164.500	179.400	ip
word	2	184.300	179.400	d
word	2	197.500	179.400	sitametc
word	2	256.900	179.400	etconsectet
word	2	336.100	179.400	sec
word	2	362.500	179.400	turadip
word	2	415.344	179.400	ipiscingelit
word	2	72.100	192.700	ingelitseddoe
word	2	164.500	192.700	its
word	2	190.900	192.700	Doeiu
word	2	230.500	192.700	Smod
word	2	263.500	192.700	EMP
word	2	289.900	192.700	LOREM
word	2	329.500	192.700	ipsumdo
word	2	382.344	192.700	do
word	2	402.144	192.700	Sitametc
word	2	461.544	192.700	ETC
word	2	72.100	206.000	sectetu.
word	2	72.100	237.300	Tu
word	2	91.900	237.300	ipis
word	2	124.900	237.300	ingelits
word	2	184.300	237.300	581E7036
word	2	243.700	237.300	doeiusmo
word	2	303.100	237.300	smodt
word	2	342.700	237.300	emporloremip
word	2	428.544	237.300	lor
word	2	454.944	237.300	ipsumdolor
word	2	72.100	250.600	dolorsi
word	2	124.900	250.600	sitam
word	2	164.500	250.600	etco
word	2	197.500	250.600	se
word	2	217.300	250.600	turadip
word	2	270.100	250.600	ipi
word	2	296.500	250.600	ingeli.
word	2	72.100	293.400	ITSEDDOEI
word	2	142.650	293.400	DOEIUSMOD
word	2	110.550	335.150	Smod
word	2	143.550	335.150	Empo
word	2	223.700	335.150	LO
word	2	260.950	335.150	Ips
word	2	327.050	335.150	Dolors
word	2	373.250	335.150	Sita
word	2	446.000	330.150	Etcons
word	2	492.200	330.150	Sect
word	2	80.850	359.100	T
word	2	94.050	359.100	Ipiscin
word	2	146.850	359.100	Inge
word	2	179.850	359.100	7.3
word	2	217.100	359.100	4o03
word	2	267.550	359.100	1
word	2	336.950	359.100	814O0369
word	2	455.900	354.100	581E7036
word	2	80.850	383.050	I
word	2	94.050	383.050	Dolorsi
word	2	146.850	383.050	Sita
word	2	179.850	383.050	3.9
word	2	217.100	383.050	0eC9
word	2	267.550	383.050	7
word	2	336.950	383.050	470S6925
word	2	455.900	378.050	147E3692
word	2	113.850	407.000	814E0369
word	2	220.400	407.000	D/E
word	2	267.550	407.000	2
word	2	310.550	407.000	EM,
word	2	336.950	407.000	LOREM1,
word	2	389.750	407.000	IP92
word	2	320.450	419.450	DOLO,
word	2	360.050	419.450	SITAMET
word	2	472.400	402.000	E/C
word	2	113.850	443.400	147T3692
word	2	220.400	443.400	T/R
word	2	267.550	443.400	5
word	2	307.250	443.400	IN,
word	2	333.650	443.400	ITSED4,
word	2	386.450	443.400	DO25,
word	2	313.850	455.850	SM92,
word	2	353.450	455.850	empor-ore
word	2	472.400	438.400	L/R
word	2	72.100	495.300	IPSUMDOLORSIT
word	2	169.550	495.300	DOLORS
word	2	228.350	495.300	SITAMET
word	2	72.100	511.050	E/C
word	2	72.100	552.050	SECTETUR
word	2	135.900	552.050	TURADIP
word	2	219.100	728.350	DOL
word	2	243.100	728.350	SITAMETCO
word	2	303.100	728.350	ETCO
word	2	333.100	728.350	SE
word	2	351.100	728.350	TURADIP
mark	2	73.750	192.750	538.050	657.050
mark	2	73.750	190.950	538.050	655.250
mark	2	33.650	36.000	578.350	37.500
mark	2	410.850	46.100	578.350	46.600
mark	2	207.150	64.500	411.850	66.000
mark	2	411.350	64.500	578.350	65.000
mark	2	411.350	80.600	578.350	81.100
mark	2	33.650	108.700	578.350	110.200
mark	2	33.650	36.000	35.150	110.200
mark	2	207.150	36.000	208.650	110.200
mark	2	410.850	36.000	412.350	66.000
mark	2	411.350	64.500	411.850	110.200
mark	2	494.350	36.000	494.850	65.000
mark	2	576.850	36.000	578.350	110.200
mark	2	71.750	320.500	527.450	321.000
mark	2	71.750	344.500	527.450	345.000
mark	2	71.750	368.400	527.450	368.900
mark	2	71.750	392.400	527.450	392.900
mark	2	71.750	428.800	527.450	429.300
mark	2	71.750	465.200	527.450	465.700
mark	2	71.750	320.500	72.250	465.700
mark	2	208.050	320.500	208.550	465.700
mark	2	251.850	320.500	252.350	465.700
mark	2	289.150	320.500	289.650	465.700
mark	2	436.950	320.500	437.450	465.700
mark	2	526.950	320.500	527.450	465.700
picture	2	73.850	44.700	168.500	73.500
word	3	72.950	84.750	925
word	3	94.345	84.750	Etconse
word	3	140.171	84.750	Secte
word	3	73.000	98.250	Tur
word	3	93.735	98.250	Ipisc,
word	3	124.920	98.250	IN
word	3	138.956	98.250	14703
word	3	268.950	47.800	DOEIUSMODTE
word	3	254.550	61.300	SMODTEMPORLORE
word	3	417.100	44.100	EMPO
word	3	500.050	44.100	LOREM
word	3	437.950	57.900	3
word	3	447.097	57.900	do
word	3	462.350	57.900	5
word	3	532.550	57.900	E
word	3	213.400	72.600	SECTE
word	3	417.100	72.600	TURA.
word	3	439.976	72.600	IP.
word	3	227.350	91.250	Ingel
word	3	266.950	91.250	ITSED
word	3	306.550	91.250	Doeiusmodte
word	3	385.750	91.250	&
word	3	240.550	104.550	Smodtem
word	3	293.350	104.550	Emporloremips
word	3	469.650	98.950	036E2581
word	3	72.100	360.200	IPISCIN
word	3	129.200	360.200	INGE
word	3	166.150	360.200	ITSEDDOEIU
word	3	72.100	383.650	DOE
word	3	98.500	383.650	smod
word	3	131.500	383.650	emporlor
word	3	190.900	383.650	“<lorem_psum>_lorsi.ame”
word	3	355.900	383.650	ipsumdo
word	3	408.744	383.650	dolo
word	3	441.744	383.650	sitam
word	3	481.344	383.650	692O8147
word	3	72.100	396.950	sectetur
word	3	131.500	396.950	tur
word	3	157.900	396.950	ipi
word	3	184.300	396.950	ingelitse
word	3	250.300	396.950	itseddoei.
word	3	72.100	429.250	Doeiu
word	3	111.700	429.250	Smod
word	3	144.700	429.250	Emporlore
word	3	72.100	446.700	LOREM
word	3	129.700	446.700	IPSUMDO:
word	3	76.750	484.550	Dolorsita
word	3	208.100	484.550	Sitametc
word	3	312.250	472.450	Etcon
word	3	348.250	472.450	sec
word	3	372.250	472.450	TURAD6
word	3	312.250	484.550	IPI
word	3	336.250	484.550	ingelit
word	3	448.100	484.550	Itse
word	3	478.100	484.550	Doei
word	3	76.750	501.800	Smodtemporlor
word	3	160.750	501.800	Empo
word	3	208.100	501.800	–-lor_mips
word	3	335.800	501.800	IPS
word	3	359.800	501.800	470
word	3	383.800	501.800	-
word	3	395.800	501.800	147
word	3	463.650	501.800	+8
word	3	481.650	501.800	sec
word	3	466.650	513.900	turad
word	3	76.750	531.300	IPISC6
word	3	118.250	531.300	Itsedd
word	3	160.250	531.300	DO
word	3	208.100	530.150	–-s0_dte_po
word	3	362.800	530.150	4m03
word	3	457.650	530.150	loremips
word	3	76.750	548.750	IPSUM3
word	3	116.800	548.750	Dolor
word	3	152.800	548.750	SI
word	3	208.100	547.600	–-e2_ons_ct
word	3	335.200	548.400	Sec
word	3	361.600	548.400	tur
word	3	388.000	548.400	ipis
word	3	348.400	561.700	703E9258
word	3	454.650	547.600	+4t03
word	3	490.650	547.600	doe
word	3	76.750	578.300	SMODT3
word	3	118.750	578.300	Empo
word	3	208.100	578.300	–-l5_emip
word	3	362.800	578.300	9p58
word	3	457.650	578.300	dolorsit
word	3	76.750	594.550	Sitamet
word	3	124.750	594.550	Etcons
word	3	166.750	594.550	SE
word	3	208.100	594.550	–-tu_adi_is
word	3	362.800	594.550	1pI0
word	3	457.650	592.750	ingelits
word	3	76.750	610.800	Itseddo
word	3	124.750	610.800	Doeiu
word	3	160.750	610.800	SM
word	3	208.100	610.800	–-em_orl_re
word	3	335.200	611.600	Lor
word	3	361.600	611.600	ips
word	3	388.000	611.600	dolo
word	3	348.400	624.900	470A6925
word	3	454.650	610.800	+1t70
word	3	490.650	610.800	sec
word	3	76.750	641.500	Turadip
word	3	124.750	641.500	Ipis
word	3	208.100	641.500	–-in_elit
word	3	362.800	639.700	6t25
word	3	457.650	639.700	doeiusmo
word	3	72.100	667.750	Smodtem
word	3	124.900	667.750	Empo
word	3	72.100	690.050	Lor
word	3	98.500	690.050	ipsumdolo
word	3	164.500	690.050	dolo
word	3	197.500	690.050	si
word	3	217.300	690.050	et
word	3	237.100	690.050	sectetu
word	3	289.900	690.050	tu
word	3	309.700	690.050	ipi
word	3	336.100	690.050	in
word	3	355.900	690.050	its
word	3	382.344	690.050	470I6925.tem
word	3	468.144	690.050	smod
word	3	72.100	703.350	Emporlo
word	3	124.900	703.350	loremipsum:
word	3	219.100	728.350	DOL
word	3	243.100	728.350	SITAMETCO
word	3	303.100	728.350	ETCO
word	3	333.100	728.350	SE
word	3	351.100	728.350	TURADIP
mark	3	73.750	192.750	538.050	657.050
mark	3	73.750	190.950	538.050	655.250
mark	3	33.650	36.000	578.350	37.500
mark	3	410.850	46.100	578.350	46.600
mark	3	207.150	64.500	411.850	66.000
mark	3	411.350	64.500	578.350	65.000
mark	3	411.350	80.600	578.350	81.100
mark	3	33.650	108.700	578.350	110.200
mark	3	33.650	36.000	35.150	110.200
mark	3	207.150	36.000	208.650	110.200
mark	3	410.850	36.000	412.350	66.000
mark	3	411.350	64.500	411.850	110.200
mark	3	494.350	36.000	494.850	65.000
mark	3	576.850	36.000	578.350	110.200
mark	3	70.550	460.800	521.250	462.300
mark	3	70.550	490.200	521.250	491.700
mark	3	70.550	519.500	521.250	520.000
mark	3	70.550	537.000	521.250	537.500
mark	3	70.550	567.700	521.250	568.200
mark	3	70.550	583.900	521.250	584.400
mark	3	70.550	600.200	521.250	600.700
mark	3	70.550	630.900	521.250	631.400
mark	3	70.550	647.100	521.250	648.600
mark	3	70.550	460.800	72.050	648.600
mark	3	202.350	460.800	202.850	648.600
mark	3	306.550	460.800	307.050	648.600
mark	3	442.350	460.800	442.850	648.600
mark	3	519.750	460.800	521.250	648.600
picture	3	73.850	44.700	168.500	73.500
picture	3	72.000	126.250	540.000	278.000
word	4	72.950	84.750	925
word	4	94.345	84.750	Etconse
word	4	140.171	84.750	Secte
word	4	73.000	98.250	Tur
word	4	93.735	98.250	Ipisc,
word	4	124.920	98.250	IN
word	4	138.956	98.250	14703
word	4	268.950	47.800	DOEIUSMODTE
word	4	254.550	61.300	SMODTEMPORLORE
word	4	417.100	44.100	EMPO
word	4	500.050	44.100	LOREM
word	4	437.950	57.900	4
word	4	447.097	57.900	do
word	4	462.350	57.900	5
word	4	532.550	57.900	E
word	4	213.400	72.600	SECTE
word	4	417.100	72.600	TURA.
word	4	439.976	72.600	IP.
word	4	227.350	91.250	Ingel
word	4	266.950	91.250	ITSED
word	4	306.550	91.250	Doeiusmodte
word	4	385.750	91.250	&
word	4	240.550	104.550	Smodtem
word	4	293.350	104.550	Emporloremips
word	4	469.650	98.950	036E2581
word	4	108.100	135.450	258U4792.sit
word	4	193.900	135.450	--etc_nsec
word	4	266.500	135.450	SEC925
word	4	312.700	135.450	–t0_ipi_ci
word	4	385.300	135.450	1n70
word	4	418.344	135.450	–i1_doe_us
word	4	108.100	148.750	2m81470369
word	4	180.700	148.750	–e2_lore
word	4	240.100	148.750	3p90
word	4	273.100	148.750	--si_ame_co
word	4	352.300	148.750	4t036925
word	4	411.700	148.750	--se_tet_ra
word	4	490.944	148.750	8uR7
word	4	523.944	148.750	--
word	4	108.100	162.050	ip_scin
word	4	160.900	162.050	2n89
word	4	193.900	162.050	--d
word	4	220.300	162.050	smod_empor_orem
word	4	72.100	190.450	Emp
word	4	96.102	190.450	loremi
word	4	129.421	190.450	ipsu
word	4	151.795	190.450	dolo
word	4	174.961	190.450	sita
word	4	194.233	190.450	etco
word	4	216.398	190.450	se
word	4	228.883	190.450	‘tura_ipisc_ngel_tsedd.eiu’
word	4	352.479	190.450	ip
word	4	364.073	190.450	inge
word	4	386.436	190.450	itseddo
word	4	423.737	190.450	doei.
word	4	72.100	231.450	SMOD
word	4	109.050	231.450	EMPORLORE
word	4	177.900	231.450	LOREM
word	4	219.900	231.450	IPSUMDOLOR
word	4	72.100	254.900	Dolo
word	4	105.100	254.900	si
word	4	124.900	254.900	etco
word	4	157.900	254.900	se
word	4	177.700	254.900	Turadi
word	4	223.900	254.900	Ipiscin,
word	4	283.300	254.900	in
word	4	303.100	254.900	itsed
word	4	342.700	254.900	do
word	4	362.500	254.900	sm
word	4	382.344	254.900	emporlore
word	4	448.344	254.900	lorem
word	4	72.100	268.200	ipsumdolor
word	4	144.700	268.200	dol
word	4	171.100	268.200	Sitam
word	4	210.700	268.200	ETCON.
word	4	219.100	728.350	DOL
word	4	243.100	728.350	SITAMETCO
word	4	303.100	728.350	ETCO
word	4	333.100	728.350	SE
word	4	351.100	728.350	TURADIP
mark	4	73.750	192.750	538.050	657.050
mark	4	73.750	190.950	538.050	655.250
mark	4	33.650	36.000	578.350	37.500
mark	4	410.850	46.100	578.350	46.600
mark	4	207.150	64.500	411.850	66.000
mark	4	411.350	64.500	578.350	65.000
mark	4	411.350	80.600	578.350	81.100
mark	4	33.650	108.700	578.350	110.200
mark	4	33.650	36.000	35.150	110.200
mark	4	207.150	36.000	208.650	110.200
mark	4	410.850	36.000	412.350	66.000
mark	4	411.350	64.500	411.850	110.200
mark	4	494.350	36.000	494.850	65.000
mark	4	576.850	36.000	578.350	110.200
picture	4	73.850	44.700	168.500	73.500
word	5	72.950	84.750	925
