# Word's own rendering of unicode-text.doc, as the place every mark of it landed.
# Written by `cargo xtask compare`. Not by hand, and not read by anything
# but the comparison. In points, one mark to a line, of two kinds:
#   word  page  x  baseline  text
#   mark  page  x0  y0  x1  y1
# document f65a2555  export 67d00bda  reading bcd125f9
# Stale? `cargo xtask compare --refresh` renews it, and needs Word for that
# one document. Everything else goes on working without it.
word	1	72.024	83.420	Greek
word	1	103.800	83.420	alpha
word	1	133.308	83.420	beta
word	1	157.884	83.420	and
word	1	178.980	83.420	an
word	1	193.608	83.420	em
word	1	211.956	83.420	dash
word	1	237.612	83.420	follow:
word	1	273.708	83.420	α
word	1	283.284	83.420	β
word	1	292.490	83.420	—
word	1	306.050	83.420	end
