# Word's own rendering of header-footer-footnote.doc, as the place every mark of it landed.
# Written by `cargo xtask compare`. Not by hand, and not read by anything
# but the comparison. In points, one mark to a line, of two kinds:
#   word  page  x  baseline  text
#   mark  page  x0  y0  x1  y1
# document 8b93b365  export 67d00bda  reading 1589c59f
# Stale? `cargo xtask compare --refresh` renews it, and needs Word for that
# one document. Everything else goes on working without it.
word	1	72.024	47.400	Running
word	1	114.936	47.400	header
word	1	72.024	752.880	Running
word	1	114.936	752.880	footer
word	1	72.024	83.420	The
word	1	92.892	83.420	b1ody
word	1	124.076	83.420	of
word	1	136.784	83.420	the
word	1	155.732	83.420	document.
word	1	72.024	108.380	A
word	1	81.732	108.380	second
word	1	119.028	108.380	paragraph.
word	1	72.024	713.976	1
word	1	77.544	717.456	A
word	1	85.562	717.456	footnote
word	1	123.181	717.456	about
word	1	149.435	717.456	the
word	1	165.232	717.456	body.
mark	1	72.024	701.616	216.044	702.456
