# Word's own rendering of headers-footers.docx, as the place every word of it landed.
# Written by `cargo xtask compare`. Not by hand, and not read by anything
# but the comparison: `page`, `x`, `baseline`, `text`, in points.
# document 086deafb  export 67d00bda  reading becf340b
# Stale? `cargo xtask compare --refresh` renews it, and needs Word for that
# one document. Everything else goes on working without it.
1	72.024	47.400	First
1	95.532	47.400	page
1	121.908	47.400	header
1	72.024	83.420	Body
1	99.360	83.420	text.
1	123.936	83.420	Body
1	151.296	83.420	text.
1	175.872	83.420	Body
1	203.340	83.420	text.
1	227.916	83.420	Body
1	255.276	83.420	text.
1	279.852	83.420	Body
1	307.212	83.420	text.
1	331.788	83.420	Body
1	359.148	83.420	text.
1	383.724	83.420	Body
1	411.084	83.420	text.
1	435.780	83.420	Body
1	463.116	83.420	text.
1	487.692	83.420	Body
1	515.052	83.420	text.
1	72.024	100.340	Body
1	99.360	100.340	text.
1	123.936	100.340	Body
1	151.296	100.340	text.
1	175.872	100.340	Body
1	203.340	100.340	text.
1	227.916	100.340	Body
1	255.276	100.340	text.
1	279.852	100.340	Body
1	307.212	100.340	text.
1	331.788	100.340	Body
1	359.148	100.340	text.
1	383.724	100.340	Body
1	411.084	100.340	text.
1	435.780	100.340	Body
1	463.116	100.340	text.
1	487.692	100.340	Body
1	515.052	100.340	text.
1	72.024	117.380	Body
1	99.360	117.380	text.
1	123.936	117.380	Body
1	151.296	117.380	text.
1	175.872	117.380	Body
1	203.340	117.380	text.
1	227.916	117.380	Body
1	255.276	117.380	text.
1	279.852	117.380	Body
1	307.212	117.380	text.
1	331.788	117.380	Body
1	359.338	117.380	text.
1	383.914	117.380	Body
1	411.274	117.380	text.
1	435.970	117.380	Body
1	463.306	117.380	text.
1	487.882	117.380	Body
1	515.242	117.380	text.
1	72.024	134.300	Body
1	99.360	134.300	text.
1	123.936	134.300	Body
1	151.296	134.300	text.
1	175.872	134.300	Body
1	203.340	134.300	text.
1	227.916	134.300	Body
1	255.276	134.300	text.
1	279.852	134.300	Body
1	307.212	134.300	text.
1	331.788	134.300	Body
1	359.148	134.300	text.
1	383.724	134.300	Body
1	411.084	134.300	text.
1	435.780	134.300	Body
1	463.116	134.300	text.
1	487.692	134.300	Body
1	515.052	134.300	text.
1	72.024	151.340	Body
1	99.360	151.340	text.
1	123.936	151.340	Body
1	151.296	151.340	text.
1	175.872	151.340	Body
1	203.340	151.340	text.
1	227.916	151.340	Body
1	255.276	151.340	text.
1	279.852	151.340	Body
1	307.212	151.340	text.
1	331.788	151.340	Body
1	359.148	151.340	text.
1	383.724	151.340	Body
1	411.084	151.340	text.
1	435.780	151.340	Body
1	463.116	151.340	text.
1	487.692	151.340	Body
1	515.052	151.340	text.
1	72.024	168.260	Body
1	99.360	168.260	text.
1	123.936	168.260	Body
1	151.296	168.260	text.
1	175.904	168.260	Body
1	203.372	168.260	text.
1	227.948	168.260	Body
1	255.308	168.260	text.
1	279.884	168.260	Body
1	307.244	168.260	text.
1	331.820	168.260	Body
1	359.180	168.260	text.
1	383.756	168.260	Body
1	411.116	168.260	text.
1	435.812	168.260	Body
1	463.148	168.260	text.
1	487.724	168.260	Body
1	515.084	168.260	text.
1	72.024	185.180	Body
1	99.360	185.180	text.
1	123.936	185.180	Body
1	151.296	185.180	text.
1	175.872	185.180	Body
1	203.340	185.180	text.
1	227.916	185.180	Body
1	255.276	185.180	text.
1	279.852	185.180	Body
1	307.212	185.180	text.
1	331.788	185.180	Body
1	359.148	185.180	text.
1	383.724	185.180	Body
1	411.084	185.180	text.
1	435.780	185.180	Body
1	463.116	185.180	text.
1	487.692	185.180	Body
1	515.052	185.180	text.
1	72.024	202.220	Body
1	99.360	202.220	text.
1	123.936	202.220	Body
1	151.296	202.220	text.
1	175.872	202.220	Body
1	203.340	202.220	text.
1	227.916	202.220	Body
1	255.276	202.220	text.
1	279.852	202.220	Body
1	307.212	202.220	text.
1	331.788	202.220	Body
1	359.148	202.220	text.
1	383.724	202.220	Body
1	411.084	202.220	text.
1	436.006	202.220	Body
1	463.342	202.220	text.
1	487.918	202.220	Body
1	515.278	202.220	text.
1	72.024	219.140	Body
1	99.360	219.140	text.
1	123.936	219.140	Body
1	151.296	219.140	text.
1	175.872	219.140	Body
1	203.340	219.140	text.
1	227.916	219.140	Body
1	255.276	219.140	text.
1	279.852	219.140	Body
1	307.212	219.140	text.
1	331.788	219.140	Body
1	359.148	219.140	text.
1	383.724	219.140	Body
1	411.084	219.140	text.
1	435.780	219.140	Body
1	463.116	219.140	text.
1	487.692	219.140	Body
1	515.052	219.140	text.
1	72.024	236.180	Body
1	99.360	236.180	text.
1	123.936	236.180	Body
1	151.296	236.180	text.
1	175.872	236.180	Body
1	203.340	236.180	text.
1	227.916	236.180	Body
1	255.276	236.180	text.
1	279.852	236.180	Body
1	307.212	236.180	text.
1	331.788	236.180	Body
1	359.148	236.180	text.
1	383.724	236.180	Body
1	411.084	236.180	text.
1	435.780	236.180	Body
1	463.116	236.180	text.
1	487.692	236.180	Body
1	515.052	236.180	text.
1	72.024	253.130	Body
1	99.360	253.130	text.
1	123.936	253.130	Body
1	151.296	253.130	text.
1	175.872	253.130	Body
1	203.340	253.130	text.
1	227.916	253.130	Body
1	255.386	253.130	text.
1	279.962	253.130	Body
1	307.322	253.130	text.
1	331.898	253.130	Body
1	359.258	253.130	text.
1	383.834	253.130	Body
