# Word's own rendering of file-sample_1MB.docx, as the place every word of it landed.
# Written by `cargo xtask compare`. Not by hand, and not read by anything
# but the comparison: `page`, `x`, `baseline`, `text`, in points.
# document 209b5efe  export 67d00bda  reading becf340b
# Stale? `cargo xtask compare --refresh` renews it, and needs Word for that
# one document. Everything else goes on working without it.
1	72.024	86.900	A
1	87.537	86.900	stranger
1	149.207	86.900	in
1	166.571	86.900	the
1	191.947	86.900	corpus
1	72.024	101.540	This
1	96.360	101.540	document
1	146.640	101.540	was
1	168.252	101.540	not
1	186.612	101.540	written
1	223.584	101.540	by
1	238.584	101.540	Word.
1	271.908	101.540	It
1	282.084	101.540	exists
1	312.564	101.540	to
1	324.900	101.540	hold
1	349.260	101.540	the
1	366.912	101.540	reader
1	399.708	101.540	to
1	412.140	101.540	a
1	420.420	101.540	second
1	456.768	101.540	producer's
1	72.024	115.340	dialect:
1	110.292	115.340	see
1	128.532	115.340	corpus/strangers.py,
1	228.240	115.340	which
1	260.520	115.340	wrote
1	290.844	115.340	it
1	300.552	115.340	and
1	320.940	115.340	can
1	340.500	115.340	write
1	368.088	115.340	it
1	377.796	115.340	again.
1	72.024	129.140	Cillum
1	108.468	129.140	occaecat
1	152.484	129.140	adipiscing
1	204.924	129.140	exercitation
1	264.420	129.140	veniam
1	302.784	129.140	amet
1	329.196	129.140	aliquip
1	365.520	129.140	eiusmod
1	409.212	129.140	duis
1	432.132	129.140	laboris
1	467.736	129.140	sed
1	486.720	129.140	labore
1	72.024	142.940	cillum
1	105.720	142.940	et.
1	120.336	142.940	Fugiat
1	153.960	142.940	ea
1	167.520	142.940	incididunt
1	219.336	142.940	fugiat
1	250.272	142.940	cillum
1	283.980	142.940	quis
1	307.020	142.940	labore
1	339.792	142.940	proident
1	382.836	142.940	aliquip
1	419.208	142.940	tempor
1	456.168	142.940	dolor
1	484.500	142.940	fugiat
1	515.448	142.940	sint.
1	72.024	156.740	Do
1	89.688	156.740	aliquip
1	125.988	156.740	pariatur
1	166.212	156.740	pariatur
1	206.664	156.740	ullamco
1	248.268	156.740	nulla
1	275.256	156.740	deserunt
1	318.924	156.740	incididunt
1	370.632	156.740	ipsum
1	403.020	156.740	occaecat
1	447.144	156.740	culpa
1	476.088	156.740	duis
1	499.116	156.740	aliquip
1	72.024	170.540	pariatur
1	112.236	170.540	proident.
1	158.184	170.540	Duis
1	183.852	170.540	tempor
1	220.932	170.540	mollit
1	252.672	170.540	nulla
1	279.708	170.540	pariatur
1	319.896	170.540	adipiscing
1	372.168	170.540	dolore
1	405.780	170.540	eiusmod
1	449.568	170.540	aliqua
1	481.836	170.540	consectetur
1	72.024	184.340	lorem.
1	72.024	198.140	Sunt
1	97.068	198.140	ipsum
1	129.468	198.140	velit
1	153.792	198.140	qui
1	172.032	198.140	dolore
1	205.524	198.140	aliqua
1	237.792	198.140	consequat
1	288.756	198.140	cupidatat
1	335.808	198.140	cupidatat
1	382.704	198.140	aute
1	405.756	198.140	elit
1	424.080	198.140	incididunt
1	475.776	198.140	anim.
1	72.024	211.940	Nostrud
1	113.688	211.940	ad
1	127.944	211.940	cillum
1	161.640	211.940	labore
1	194.628	211.940	labore
1	227.508	211.940	veniam
1	265.788	211.940	voluptate
1	313.524	211.940	ea
1	327.084	211.940	mollit
1	358.836	211.940	officia
1	393.060	211.940	elit
1	411.384	211.940	aliqua.
1	446.712	211.940	Aliquip
1	486.372	211.940	quis
1	509.412	211.940	ea
1	72.024	225.740	reprehenderit
1	138.840	225.740	magna
1	173.868	225.740	ex
1	188.256	225.740	minim
1	222.672	225.740	est
1	238.956	225.740	laborum
1	281.952	225.740	lorem
1	312.876	225.740	sit
1	327.264	225.740	do
1	342.264	225.740	nisi
1	362.640	225.740	esse.
1	388.596	225.740	Labore
1	425.436	225.740	aliqua
1	457.812	225.740	sunt
1	480.840	225.740	non
1	501.840	225.740	ipsum
1	72.024	239.540	anim
1	99.012	239.540	officia
1	133.212	239.540	quis
1	156.240	239.540	sed.
1	72.024	253.370	Deserunt
1	118.236	253.370	sed
1	137.184	253.370	velit
1	161.616	253.370	sint
1	182.004	253.370	commodo
1	233.004	253.370	qui
1	251.376	253.370	minim
1	285.672	253.370	mollit
1	317.220	253.370	veniam
1	355.500	253.370	minim
1	389.916	253.370	aliqua.
1	425.184	253.370	Fugiat
1	458.784	253.370	incididunt
1	510.492	253.370	mollit
1	72.024	267.170	officia
1	106.224	267.170	exercitation
1	165.828	267.170	occaecat
1	210.168	267.170	amet
1	236.448	267.170	officia
1	270.804	267.170	labore
1	303.768	267.170	id
1	316.236	267.170	sunt
1	339.264	267.170	et
1	350.880	267.170	enim
1	377.880	267.170	mollit
1	409.668	267.170	enim.
1	439.548	267.170	Proident
1	483.192	267.170	ad
1	497.520	267.170	lorem
1	72.024	280.970	aute
1	94.968	280.970	deserunt
1	138.624	280.970	in
1	150.960	280.970	pariatur
1	191.280	280.970	eiusmod
1	234.948	280.970	adipiscing
1	287.232	280.970	ea
1	300.816	280.970	ullamco
1	342.468	280.970	est
1	358.728	280.970	voluptate
1	406.392	280.970	aliquip.
1	445.848	280.970	Exercitation
1	72.024	294.770	consequat
1	122.880	294.770	anim
1	149.880	294.770	ipsum
1	182.280	294.770	enim
1	209.376	294.770	est
1	225.660	294.770	mollit
1	257.460	294.770	sit
1	271.728	294.770	dolor
1	300.060	294.770	officia
1	334.272	294.770	incididunt
1	385.932	294.770	incididunt
1	437.532	294.770	adipiscing
1	489.816	294.770	minim.
1	72.024	498.550	Deserunt
1	118.236	498.550	do
1	133.236	498.550	adipiscing
1	185.508	498.550	amet
1	211.920	498.550	sed
1	230.880	498.550	aute
1	253.824	498.550	magna
1	288.720	498.550	ut
1	301.188	498.550	aute
1	324.240	498.550	minim
1	358.620	498.550	adipiscing.
1	413.928	498.550	Velit
1	440.916	498.550	sit
1	455.304	498.550	eiusmod
1	498.996	498.550	do
1	72.024	512.350	cupidatat
1	118.920	512.350	sint
1	139.308	512.350	id
1	151.680	512.350	quis
1	174.708	512.350	in
1	187.044	512.350	qui
1	205.284	512.350	eiusmod.
1	251.976	512.350	Ea
1	267.576	512.350	magna
1	302.496	512.350	pariatur
1	342.816	512.350	labore
1	375.684	512.350	ut
1	388.020	512.350	magna
1	423.060	512.350	voluptate
1	470.820	512.350	ipsum
1	72.024	526.150	voluptate.
1	122.676	526.150	Et
1	136.344	526.150	occaecat
1	180.456	526.150	do
1	195.588	526.150	occaecat
1	239.844	526.150	cupidatat
1	286.740	526.150	voluptate
1	334.392	526.150	consequat
1	385.380	526.150	consequat.
1	439.368	526.150	Labore
1	476.316	526.150	ex
1	490.596	526.150	eiusmod
1	72.024	539.950	non
1	93.024	539.950	dolore
1	126.624	539.950	culpa
1	155.568	539.950	consequat
1	206.616	539.950	ullamco
1	248.268	539.950	pariatur
1	288.576	539.950	cupidatat
1	335.472	539.950	id
1	347.844	539.950	lorem
1	378.780	539.950	esse
1	401.724	539.950	deserunt
1	445.476	539.950	qui.
1	72.024	553.750	Aliquip
1	111.732	553.750	sint
1	132.096	553.750	reprehenderit
1	198.936	553.750	sit
1	213.312	553.750	deserunt
1	256.908	553.750	id
1	269.244	553.750	fugiat
1	300.192	553.750	nostrud.
1	342.240	553.750	Nulla
1	371.832	553.750	ex
1	386.112	553.750	magna
1	421.032	553.750	pariatur
1	461.460	553.750	velit
1	485.772	553.750	ut
1	498.144	553.750	ipsum
1	72.024	567.550	laboris
1	107.628	567.550	adipiscing.
1	162.948	567.550	Ut
1	177.948	567.550	minim
1	212.364	567.550	sunt
1	235.392	567.550	labore
1	268.284	567.550	minim
1	302.700	567.550	labore
1	335.460	567.550	lorem
1	366.396	567.550	labore
1	399.396	567.550	id
1	411.732	567.550	occaecat
1	455.988	567.550	in
1	468.360	567.550	non.
1	492.360	567.550	Dolor
1	72.024	581.380	duis
1	95.028	581.380	ea
1	108.624	581.380	id
1	120.960	581.380	ex
1	135.288	581.380	do
1	150.288	581.380	officia
1	184.572	581.380	esse
1	207.600	581.380	voluptate
1	255.252	581.380	do.
1	273.252	581.380	Occaecat
1	320.232	581.380	laboris
1	355.836	581.380	incididunt
1	407.544	581.380	reprehenderit
1	474.384	581.380	reprehenderit
1	72.024	595.180	qui
1	90.360	595.180	et
1	102.024	595.180	minim
1	136.440	595.180	adipiscing
1	188.724	595.180	dolore
1	222.228	595.180	ad
1	236.508	595.180	exercitation
1	296.112	595.180	anim
1	323.196	595.180	ad.
1	72.024	608.980	Laboris
1	111.624	608.980	voluptate
1	159.276	608.980	ut
1	171.612	608.980	tempor
1	208.572	608.980	do
1	223.572	608.980	aliqua
1	255.840	608.980	sint
1	276.228	608.980	esse
1	299.172	608.980	laboris
1	334.896	608.980	aliqua
1	367.164	608.980	elit
1	385.488	608.980	occaecat
1	429.768	608.980	dolore
1	463.368	608.980	sunt
1	486.396	608.980	sed.
1	508.356	608.980	Velit
1	72.024	622.780	exercitation
1	131.520	622.780	id
1	143.856	622.780	eiusmod
1	187.548	622.780	ex
1	201.936	622.780	labore
1	234.816	622.780	dolore
1	268.416	622.780	sunt
1	291.444	622.780	qui
1	309.912	622.780	dolore
1	343.512	622.780	duis
1	366.540	622.780	amet
1	392.820	622.780	veniam
1	431.208	622.780	sint
1	451.596	622.780	duis.
1	477.624	622.780	Qui
1	72.024	636.580	consectetur
1	129.504	636.580	occaecat
1	173.844	636.580	tempor
1	210.828	636.580	do
1	225.828	636.580	sint
1	246.204	636.580	ex
1	260.484	636.580	laborum
1	303.420	636.580	nisi
1	323.796	636.580	nulla
1	350.844	636.580	commodo
1	401.808	636.580	nulla
1	428.796	636.580	pariatur
1	469.008	636.580	duis
1	492.012	636.580	nulla
1	519.048	636.580	do.
1	72.024	650.380	Proident
1	115.668	650.380	sed
1	134.664	650.380	cupidatat
1	181.548	650.380	laboris
1	217.308	650.380	laboris
1	252.912	650.380	lorem
1	283.872	650.380	culpa
1	312.924	650.380	enim
1	339.912	650.380	laborum
1	382.848	650.380	pariatur
1	423.180	650.380	fugiat.
1	457.248	650.380	Consectetur
1	72.024	664.180	exercitation
1	131.520	664.180	cillum
1	165.216	664.180	proident
1	208.260	664.180	consequat
1	259.140	664.180	duis
1	282.180	664.180	ut
1	294.540	664.180	aliquip
1	330.972	664.180	quis.
1	72.024	677.980	Cupidatat
1	121.668	677.980	aute
1	144.612	677.980	cillum
1	178.308	677.980	consequat
1	229.164	677.980	ullamco
1	270.816	677.980	aliquip
1	307.140	677.980	nulla
1	334.176	677.980	lorem
1	365.088	677.980	sint
1	385.476	677.980	velit
